Order;Jahr;Monat;Monat Nr.;Ausfuhr: Gewicht;Ausfuhr: Wert;Ausfuhr: Wert/Gewicht;Einfuhr: Gewicht;Einfuhr: Wert;Einfuhr: Wert/Gewicht
67;2011;Juli;7;67;7;7;7;7;7
68;2011;August;8;68;8;8;8;8;8
69;2011;September;9;69;9;9;9;9;9
70;2011;Oktober;10;70;10;10;10;10;10
71;2011;November;11;71;11;11;11;11;11
72;2011;Dezember;12;72;12;12;12;12;12
73;2012;Januar;1;73;1;1;1;1;1
74;2012;Februar;2;74;2;2;2;2;2
75;2012;März;3;75;3;3;3;3;3
76;2012;April;4;76;4;4;4;4;4
77;2012;Mai;5;77;5;5;5;5;5
78;2012;Juni;6;78;6;6;6;6;6
79;2012;Juli;7;79;7;7;7;7;7
80;2012;August;8;80;8;8;8;8;8
81;2012;September;9;81;9;9;9;9;9
82;2012;Oktober;10;82;10;10;10;10;10
83;2012;November;11;83;11;11;11;11;11
84;2012;Dezember;12;84;12;12;12;12;12
85;2013;Januar;1;85;1;1;1;1;1
86;2013;Februar;2;86;2;2;2;2;2
87;2013;März;3;87;3;3;3;3;3
88;2013;April;4;88;4;4;4;4;4
89;2013;Mai;5;89;5;5;5;5;5
90;2013;Juni;6;90;6;6;6;6;6
91;2013;Juli;7;91;7;7;7;7;7
92;2013;August;8;92;8;8;8;8;8
93;2013;September;9;93;9;9;9;9;9
94;2013;Oktober;10;94;10;10;10;10;10
95;2013;November;11;95;11;11;11;11;11
96;2013;Dezember;12;96;12;12;12;12;12
97;2014;Januar;1;97;1;1;1;1;1
98;2014;Februar;2;98;2;2;2;2;2
99;2014;März;3;99;3;3;3;3;3
100;2014;April;4;100;4;4;4;4;4
101;2014;Mai;5;101;5;5;5;5;5
102;2014;Juni;6;102;6;6;6;6;6
103;2014;Juli;7;103;7;7;7;7;7
104;2014;August;8;104;8;8;8;8;8
105;2014;September;9;105;9;9;9;9;9
106;2014;Oktober;10;106;10;10;10;10;10
107;2014;November;11;107;11;11;11;11;11
108;2014;Dezember;12;108;12;12;12;12;12
109;2015;Januar;1;109;1;1;1;1;1
110;2015;Februar;2;110;2;2;2;2;2
111;2015;März;3;111;3;3;3;3;3
112;2015;April;4;112;4;4;4;4;4
113;2015;Mai;5;113;5;5;5;5;5
114;2015;Juni;6;114;6;6;6;6;6
115;2015;Juli;7;115;7;7;7;7;7
116;2015;August;8;116;8;8;8;8;8
117;2015;September;9;117;9;9;9;9;9
118;2015;Oktober;10;118;10;10;10;10;10
119;2015;November;11;119;11;11;11;11;11
120;2015;Dezember;12;120;12;12;12;12;12
121;2016;Januar;1;121;1;1;1;1;1
122;2016;Februar;2;122;2;2;2;2;2
123;2016;März;3;123;3;3;3;3;3
124;2016;April;4;124;4;4;4;4;4
125;2016;Mai;5;125;5;5;5;5;5
126;2016;Juni;6;126;6;6;6;6;6
127;2016;Juli;7;127;7;7;7;7;7
128;2016;August;8;128;8;8;8;8;8
129;2016;September;9;129;9;9;9;9;9
130;2016;Oktober;10;130;10;10;10;10;10
131;2016;November;11;131;11;11;11;11;11
132;2016;Dezember;12;132;12;12;12;12;12
133;2017;Januar;1;133;1;1;1;1;1
134;2017;Februar;2;134;2;2;2;2;2
135;2017;März;3;135;3;3;3;3;3
136;2017;April;4;136;4;4;4;4;4
137;2017;Mai;5;137;5;5;5;5;5
138;2017;Juni;6;138;6;6;6;6;6
139;2017;Juli;7;139;7;7;7;7;7
140;2017;August;8;140;8;8;8;8;8
141;2017;September;9;141;9;9;9;9;9
142;2017;Oktober;10;142;10;10;10;10;10
143;2017;November;11;143;11;11;11;11;11
144;2017;Dezember;12;144;12;12;12;12;12
145;2018;Januar;1;145;1;1;1;1;1
146;2018;Februar;2;146;2;2;2;2;2
147;2018;März;3;147;3;3;3;3;3
148;2018;April;4;148;4;4;4;4;4
149;2018;Mai;5;149;5;5;5;5;5
150;2018;Juni;6;150;6;6;6;6;6
151;2018;Juli;7;151;7;7;7;7;7
152;2018;August;8;152;8;8;8;8;8
153;2018;September;9;153;9;9;9;9;9
154;2018;Oktober;10;154;10;10;10;10;10
155;2018;November;11;155;11;11;11;11;11
156;2018;Dezember;12;156;12;12;12;12;12
157;2019;Januar;1;157;1;1;1;1;1
158;2019;Februar;2;158;2;2;2;2;2
159;2019;März;3;159;3;3;3;3;3
160;2019;April;4;160;4;4;4;4;4
161;2019;Mai;5;161;5;5;5;5;5
162;2019;Juni;6;162;6;6;6;6;6
163;2019;Juli;7;163;7;7;7;7;7
164;2019;August;8;164;8;8;8;8;8
165;2019;September;9;165;9;9;9;9;9
166;2019;Oktober;10;166;10;10;10;10;10
167;2019;November;11;167;11;11;11;11;11
168;2019;Dezember;12;168;12;12;12;12;12
169;2020;Januar;1;169;1;1;1;1;1
170;2020;Februar;2;170;2;2;2;2;2
171;2020;März;3;171;3;3;3;3;3
172;2020;April;4;172;4;4;4;4;4
173;2020;Mai;5;173;5;5;5;5;5
174;2020;Juni;6;174;6;6;6;6;6
175;2020;Juli;7;175;7;7;7;7;7
176;2020;August;8;176;8;8;8;8;8
177;2020;September;9;177;9;9;9;9;9
178;2020;Oktober;10;178;10;10;10;10;10
